date,well,online,thp,esp_freq,gross,wc,net,gas,water,gor,ampere,fl_dyn,pump_int,pbhp,is_shutdown
2024-10-02,KSL-1,24.0,30.0,25.0,252.96,41.9987349778621,146.72,10.0,106.24,68.1570338058888,25.2,762.71,1500.0,541.6,0
2024-10-03,KSL-1,24.0,30.0,25.0,256.92,42.0014012143858,149.01,10.0,107.91,67.1095899604053,25.2,762.71,1500.0,541.6,0
2024-10-04,KSL-1,24.0,30.0,25.0,257.87,42.0017838445728,149.56,7.0,108.31,46.8039582776143,25.2,755.12,1500.0,547.9,0
2024-10-05,KSL-1,24.0,30.0,25.0,258.0,42.0038759689922,149.63,11.0,108.37,73.5146695181447,25.2,750.04,1500.0,545.2,0
2024-10-06,KSL-1,24.0,30.0,25.0,257.47,40.998951334136,151.91,3.0,105.56,19.748535316964,25.2,753.89,1500.0,617.5,0
2024-10-07,KSL-1,24.0,30.0,25.0,268.51,41.9984358124465,155.74,7.0,112.77,44.9467060485424,25.2,746.65,1500.0,547.8,0
2024-10-08,KSL-1,24.0,30.0,25.0,262.5,41.0019047619048,154.87,4.0,107.63,25.8281139019823,25.2,745.01,1500.0,614.4,0
2024-10-09,KSL-1,24.0,30.0,26.0,263.22,41.9990882151812,152.67,8.0,110.55,52.40060260693,25.3,773.0050000000001,1500.0,620.55,0
2024-10-10,KSL-1,24.0,30.0,26.0,277.84,45.0007198387561,152.81,8.0,125.03,52.3525947254761,25.45,793.75,1500.0,600.45,0
2024-10-11,KSL-1,24.0,30.0,26.0,281.01,43.9984342194228,157.37,5.0,123.64,31.7722564656542,25.450000000000003,793.2049999999999,1500.0,615.25,0
2024-10-12,KSL-1,24.0,30.0,26.0,281.57,45.0012430301524,154.86,3.0,126.71,19.3723363037582,25.4,821.2750000000001,1500.0,547.25,0
2024-10-13,KSL-1,24.0,30.0,26.0,278.97,44.0011470767466,156.22,4.0,122.75,25.6049161438996,25.299999999999997,784.17,1500.0,611.7,0
2024-10-14,KSL-1,24.0,30.0,26.0,274.14,44.9989056686365,150.78,4.0,123.36,26.5287173365168,25.0,741.18,1500.0,611.1,0
2024-10-15,KSL-1,24.0,30.0,26.0,276.21,43.9991310959053,154.68,3.0,121.53,19.3948797517455,25.0,786.62,1500.0,605.95,0
2024-10-16,KSL-1,24.0,25.0,26.0,272.99,44.0016117806513,152.87,3.0,120.12,19.6245175639432,25.0,800.03,1500.0,616.45,0
2024-10-17,KSL-1,24.0,25.0,26.0,272.14,43.9994120673183,152.4,7.0,119.74,45.9317585301837,25.0,800.72,1500.0,575.2,0
2024-10-18,KSL-1,24.0,25.0,26.0,269.45,42.9987010577102,153.59,4.0,115.86,26.0433621980598,25.0,723.9549999999999,1500.0,621.05,0
2024-10-19,KSL-1,24.0,25.0,26.0,282.95,44.0007068386641,158.45,3.0,124.5,18.9334174818555,25.0,829.86,1500.0,697.1,0
2024-10-20,KSL-1,24.0,25.0,26.0,269.86,44.0005929000222,151.12,3.0,118.74,19.8517734250926,25.0,738.51,1500.0,629.25,0
2024-10-21,KSL-1,24.0,25.0,26.0,272.73,43.9995600044,152.73,4.0,120.0,26.1900085117528,25.0,803.9,1500.0,610.15,0
2024-10-22,KSL-1,24.0,25.0,26.0,272.7,44.000733406674,152.71,4.0,119.99,26.1934385436448,25.0,798.505,1500.0,600.95,0
2024-10-23,KSL-1,24.0,25.0,26.0,270.42,43.9982249833592,151.44,3.0,118.98,19.8098256735341,25.0,810.3199999999999,1500.0,589.35,0
2024-10-24,KSL-1,24.0,25.0,26.0,271.12,44.9985246385364,149.12,4.0,122.0,26.8240343347639,25.0,807.165,1500.0,594.45,0
2024-10-25,KSL-1,24.0,25.0,26.0,274.96,43.9991271457667,153.98,4.0,120.98,25.9773996622938,25.0,808.3,1500.0,565.4,0
2024-10-26,KSL-1,24.0,25.0,26.0,277.11,44.0005773880409,155.18,5.0,121.93,32.2206469905916,25.0,815.3699999999999,1500.0,593.05,0
2024-10-27,KSL-1,24.0,25.0,26.0,265.61,43.9817777945107,148.79,4.0,116.82,26.883527118758,25.0,795.1700000000001,1500.0,584.6500000000001,0
2024-10-28,KSL-1,24.0,25.0,26.0,272.6,43.9985326485693,152.66,2.0,119.94,13.1010087776759,25.0,797.9000000000001,1500.0,593.8499999999999,0
2024-10-29,KSL-1,24.0,25.0,26.0,272.57,45.0012840738159,149.91,4.0,122.66,26.6826762724301,25.0,732.8900000000001,1500.0,626.7,0
2024-10-30,KSL-1,24.0,25.0,26.0,275.11,45.9997819054196,148.56,5.0,126.55,33.6564351103931,25.0,800.78,1500.0,575.8,0
2024-10-31,KSL-1,24.0,25.0,26.0,274.28,45.0014583637159,150.85,5.0,123.43,33.1455087835598,25.0,668.91,1500.0,629.7,0
2024-11-01,KSL-1,24.0,30.0,26.0,275.67,44.9994558711503,151.62,3.0,124.05,19.7863078749505,25.0,748.71,1500.0,614.2,0
2024-11-02,KSL-1,24.0,30.0,26.0,273.61,44.9983553232704,150.49,2.0,123.12,13.2899195959864,25.0,781.8399999999999,1500.0,603.0,0
2024-11-03,KSL-1,24.0,26.0,26.0,271.14,45.9983772220993,146.42,6.0,124.72,40.9780084687884,25.0,800.01,1500.0,577.2,0
2024-11-04,KSL-1,24.0,27.0,26.0,274.96,43.9991271457667,153.98,3.0,120.98,19.4830497467204,25.0,802.88,1500.0,604.6,0
2024-11-05,KSL-1,24.0,26.0,26.0,275.4,45.998547567175,148.72,4.0,126.68,26.8961807423346,25.0,792.8,1500.0,591.9,0
2024-11-06,KSL-1,24.0,26.0,26.0,273.06,44.0013183915623,152.91,5.0,120.15,32.6989732522399,25.0,780.2049999999999,1500.0,610.8499999999999,0
2024-11-07,KSL-1,24.0,26.0,26.0,273.9,42.0007301935013,158.86,6.0,115.04,37.7691048722145,25.0,784.39,1500.0,615.8,0
2024-11-08,KSL-1,24.0,26.0,26.0,275.04,42.001163467132,159.52,4.0,115.52,25.0752256770311,25.0,787.57,1500.0,600.1,0
2024-11-09,KSL-1,24.0,28.0,26.0,273.88,42.0001460493647,158.85,3.0,115.03,18.8857412653447,25.0,788.7566666666667,1500.0,595.4333333333333,0
2024-11-10,KSL-1,24.0,28.0,26.0,272.16,41.0016166960611,160.57,5.0,111.59,31.1390670735505,25.0,789.23,1500.0,578.95,0
2024-11-11,KSL-1,24.0,28.0,26.0,271.51,41.0003314795035,160.19,6.0,111.32,37.4555215681378,25.0,794.27,1500.0,582.6,0
2024-11-12,KSL-1,24.0,25.0,26.0,271.59,42.9986376523436,154.81,5.0,116.78,32.2976551902332,25.0,758.53,1500.0,593.4,0
2024-11-13,KSL-1,24.0,26.0,26.0,274.11,44.0005837072708,153.5,4.0,120.61,26.0586319218241,25.0,795.61,1500.0,589.25,0
2024-11-14,KSL-1,24.0,26.0,26.0,268.71,45.0001860742064,147.79,5.0,120.92,33.8317883483321,25.0,799.1949999999999,1500.0,593.15,0
2024-11-15,KSL-1,24.0,26.0,26.0,270.08,45.001481042654,148.54,2.0,121.54,13.4643866971859,25.0,792.375,1500.0,560.55,0
2024-11-16,KSL-1,24.0,26.0,26.0,241.57,43.9996688330505,135.28,4.0,106.29,29.5683027794205,25.0,803.28,1500.0,610.5,0
2024-11-17,KSL-1,24.0,26.0,26.0,274.09,44.9998175781678,150.75,3.0,123.34,19.9004975124378,25.0,823.075,1500.0,585.8,0
2024-11-18,KSL-1,24.0,26.0,26.0,273.01,44.9983517087286,150.16,7.0,122.85,46.6169419286095,25.0,812.55,1500.0,565.9,0
2024-11-19,KSL-1,24.0,26.0,26.0,278.32,43.9997125610808,155.86,3.0,122.46,19.2480431156166,25.0,798.34,1500.0,590.2,0
2024-11-20,KSL-1,24.0,26.0,26.0,271.63,42.9996686669366,154.83,5.0,116.8,32.2934831750953,25.0,808.41,1500.0,581.5,0
2024-11-21,KSL-1,24.0,26.0,26.0,274.82,42.9990539262062,156.65,2.0,118.17,12.76731567188,25.0,803.29,1500.0,613.3,0
2024-11-22,KSL-1,24.0,26.0,26.0,274.88,43.000582072177,156.68,5.0,118.2,31.9121776870054,25.0,807.63,1500.0,579.5,0
2024-11-23,KSL-1,24.0,26.0,26.0,272.69,43.9986798195753,152.71,5.0,119.98,32.741798179556,25.0,825.31,1500.0,578.4,0
2024-11-24,KSL-1,24.0,26.0,26.0,269.45,42.9987010577102,153.59,4.0,115.86,26.0433621980598,25.0,812.0799999999999,1500.0,594.05,0
2024-11-25,KSL-1,24.0,26.0,26.0,276.56,44.0013017066821,154.87,5.0,121.69,32.2851423774779,25.0,803.66,1500.0,589.5,0
2024-11-26,KSL-1,24.0,26.0,26.0,272.38,42.9987517438872,155.26,4.0,117.12,25.7632358624243,25.0,822.4,1500.0,578.0,0
2024-11-27,KSL-1,24.0,26.0,26.0,274.67,43.9982524483926,153.82,3.0,120.85,19.5033155636458,25.0,802.245,1500.0,603.75,0
2024-11-28,KSL-1,24.0,26.0,26.0,280.16,43.0004283266705,159.69,7.0,120.47,43.8349301772184,25.0,809.63,1500.0,581.25,0
2024-11-29,KSL-1,24.0,26.0,26.0,272.52,44.0004403346543,152.61,5.0,119.91,32.7632527357316,25.0,829.42,1500.0,572.2,0
2024-11-30,KSL-1,24.0,26.0,26.0,269.06,44.0013379915261,150.67,3.0,118.39,19.9110639145152,25.0,794.97,1500.0,575.4,0
2024-12-01,KSL-1,24.0,26.0,26.0,271.7,44.0007361059993,152.15,6.0,119.55,39.4347683207361,25.0,778.47,1500.0,581.3,0
2024-12-02,KSL-1,24.0,26.0,26.0,272.38,44.0010279756223,152.53,4.0,119.85,26.2243493083328,25.0,792.2950000000001,1500.0,587.6500000000001,0
2024-12-03,KSL-1,24.0,26.0,26.0,270.44,43.998668835971,151.45,3.0,118.99,19.8085176625949,25.0,790.5550000000001,1500.0,597.95,0
2024-12-04,KSL-1,24.0,26.0,26.0,274.4,42.9992711370262,156.41,2.0,117.99,12.786906208043,26.0,806.71,1500.0,609.9,0
2024-12-05,KSL-1,24.0,27.0,26.0,272.76,43.9983868602434,152.75,4.0,120.01,26.1865793780687,26.0,799.9,1500.0,597.3,0
2024-12-06,KSL-1,24.0,29.0,26.0,273.8,43.9992695398101,153.33,4.0,120.47,26.0875236418183,26.0,815.53,1500.0,595.2,0
2024-12-07,KSL-1,24.0,29.0,26.0,273.17,43.9982428524362,152.98,3.0,120.19,19.6104065890966,26.0,824.8,1500.0,598.2,0
2024-12-08,KSL-1,24.0,29.0,26.0,271.08,44.0017706949978,151.8,3.0,119.28,19.7628458498024,25.6,790.6800000000001,1500.0,596.45,0
2024-12-09,KSL-1,24.0,27.0,26.0,270.84,42.9995569339832,154.38,3.0,116.46,19.4325689856199,25.6,796.355,1500.0,621.7,0
2024-12-10,KSL-1,24.0,27.0,26.0,289.22,42.9984095152479,164.86,4.0,124.36,24.26301103967,26.0,817.5450000000001,1500.0,610.7,0
2024-12-11,KSL-1,24.0,29.0,26.0,291.88,43.000548170481,166.37,3.0,125.51,18.0320971328966,26.0,819.41,1500.0,606.55,0
2024-12-12,KSL-1,24.0,29.0,26.0,293.97,42.0008844439909,170.5,3.0,123.47,17.5953079178886,26.0,822.255,1500.0,601.4000000000001,0
2024-12-13,KSL-1,24.0,29.0,26.0,289.63,41.9984117667369,167.99,5.0,121.64,29.7636764093101,26.0,823.64,1500.0,577.6,0
2024-12-14,KSL-1,24.0,25.0,26.0,291.05,41.9996564164233,168.81,5.0,122.24,29.6190983946449,26.0,821.19,1500.0,591.45,0
2024-12-15,KSL-1,24.0,25.0,26.0,292.73,42.001161479862,169.78,5.0,122.95,29.4498763105195,26.0,832.12,1500.0,576.7,0
2024-12-16,KSL-1,24.0,25.0,26.0,288.23,42.0011796135031,167.17,4.0,121.06,23.9277382305438,26.0,822.9000000000001,1500.0,591.65,0
2024-12-17,KSL-1,24.0,25.0,26.0,290.02,42.0013332413858,168.207733333333,3.0,121.812266666667,17.8350896272704,26.0,843.95,1500.0,580.45,0
2024-12-18,KSL-1,24.0,28.0,26.0,289.06,42.0014529855393,167.6506,5.0,121.4094,29.8239314383605,26.0,813.46,1500.0,606.45,0
2024-12-19,KSL-1,24.0,27.0,26.0,284.83,42.0008660136457,165.198933333333,5.0,119.631066666667,30.2665392512624,26.0,808.81,1500.0,591.9,0
2024-12-20,KSL-1,24.0,20.0,26.0,288.16,42.9994216176197,164.252866666667,4.0,123.907133333333,24.3526952142489,26.0,812.05,1501.0,591.0,0
2024-12-21,KSL-1,24.0,20.0,26.0,285.5,42.0,165.59,5.0,119.91,30.1950600881696,26.0,811.27,1500.0,586.1,0
2024-12-22,KSL-1,24.0,20.0,26.0,289.26,42.0002765677937,167.77,3.0,121.49,17.8816236514276,26.0,772.98,1500.0,608.7,0
2024-12-23,KSL-1,24.0,20.0,26.0,285.64,43.0016804369136,162.81,3.0,122.83,18.4263865855906,26.0,772.98,1500.0,608.7,0
2024-12-24,KSL-1,24.0,20.0,26.0,275.73,42.001233090342,159.92,2.0,115.81,12.5062531265633,26.0,807.145,1500.0,598.25,0
2024-12-25,KSL-1,24.0,20.0,26.0,284.64,42.0004215851602,165.09,3.0,119.55,18.1719062329638,26.0,811.35,1500.0,597.1,0
2024-12-26,KSL-1,24.0,20.0,26.0,282.58,41.9987260244886,163.9,5.0,118.68,30.5064063453325,26.0,811.06,1500.0,585.6,0
2024-12-27,KSL-1,24.0,20.0,26.0,286.52,42.0005584252408,166.18,3.0,120.34,18.05271392466,26.0,809.64,1500.0,600.5,0
2024-12-28,KSL-1,24.0,20.0,26.0,281.16,42.0009958742353,163.07,3.0,118.09,18.3970074201263,26.0,812.45,1500.0,605.8,0
2024-12-29,KSL-1,24.0,17.0,26.0,285.02,43.0004911936005,162.46,5.0,122.56,30.7768065985473,26.0,811.26,1500.0,586.4,0
2024-12-30,KSL-1,24.0,17.0,26.0,284.3,42.0014069644741,164.89,4.0,119.41,24.2585966401844,26.0,802.94,1500.0,593.1,0
2024-12-31,KSL-1,24.0,18.0,26.0,286.06,42.0016779696567,165.91,4.0,120.15,24.1094569344825,26.0,802.94,1500.0,593.1,0
2025-01-01,KSL-1,24.0,15.0,26.0,279.14,42.0004298918106,161.9,5.0,117.24,30.8832612723904,26.0,821.95,1500.0,575.1,0
2025-01-02,KSL-1,24.0,14.0,26.0,282.59,42.0007785130401,163.9,4.0,118.69,24.405125076266,26.0,812.34,1500.0,604.2,0
2025-01-03,KSL-1,24.0,15.0,26.0,282.29,41.9993623578589,163.73,4.0,118.56,24.4304647895926,26.0,805.44,1500.0,589.4,0
2025-01-04,KSL-1,24.0,15.0,26.0,284.27,41.9988039539874,164.88,4.0,119.39,24.2600679281902,26.0,806.4,1500.0,591.6,0
2025-01-05,KSL-1,24.0,15.0,26.0,276.44,41.9982636376791,160.34,3.0,116.1,18.7102407384308,26.0,799.65,1500.0,585.3,0
2025-01-06,KSL-1,24.0,15.0,26.0,278.64,42.0004306632214,161.61,3.0,117.03,18.5632077222944,26.0,811.3,1500.0,586.4,0
2025-01-07,KSL-1,24.0,14.0,26.0,283.75,42.0017621145374,164.57,4.0,119.18,24.3057665431124,26.0,811.3,1500.0,586.4,0
2025-01-08,KSL-1,24.0,15.0,26.0,283.04,42.0011305822498,164.16,5.0,118.88,30.458089668616,26.0,819.33,1500.0,577.8,0
2025-01-09,KSL-1,24.0,15.0,26.0,283.41,41.9992237394587,164.38,5.0,119.03,30.4173257087237,26.0,832.49,1500.0,599.3,0
2025-01-10,KSL-1,24.0,13.0,26.0,284.36,41.9995779997187,164.93,3.0,119.43,18.189534954223,26.0,822.995,1500.0,598.95,0
2025-01-11,KSL-1,24.0,13.0,26.0,281.92,43.0015607264472,160.69,5.0,121.23,31.1158130561952,26.0,828.07,1500.0,576.0,0
2025-01-12,KSL-1,24.0,13.0,26.0,283.73,42.0011983223487,164.56,4.0,119.17,24.3072435585804,26.0,805.4300000000001,1500.0,602.75,0
2025-01-13,KSL-1,24.0,16.0,26.0,280.95,42.0003559352198,162.95,3.0,118.0,18.4105553850875,26.0,789.375,1500.0,608.8499999999999,0
2025-01-14,KSL-1,24.0,13.0,26.0,283.46,43.0007761236153,161.57,2.0,121.89,12.3785356192362,26.0,797.015,1500.0,600.3,0
2025-01-15,KSL-1,24.0,13.0,26.0,280.25,43.0008920606601,159.74,3.0,120.51,18.7805183423063,26.0,796.71,1500.0,600.6,0
2025-01-16,KSL-1,24.0,14.0,26.0,281.12,42.9994308480364,160.24,3.0,120.88,18.7219171243135,26.0,793.04,1500.0,615.2,0
2025-01-17,KSL-1,24.0,13.0,26.0,277.01,42.998447709469,157.9,2.0,119.11,12.6662444585181,26.0,798.03,1500.0,605.2,0
2025-01-18,KSL-1,24.0,13.0,26.0,279.4,42.9992841803865,159.26,3.0,120.14,18.8371216878061,26.0,801.56,1500.0,604.6,0
2025-01-19,KSL-1,24.0,13.0,26.0,281.4,42.999289267946,160.4,4.0,121.0,24.9376558603491,26.0,833.84,1500.0,596.1,0
2025-01-20,KSL-1,24.0,13.0,26.0,277.27,43.0014065712122,158.04,5.0,119.23,31.6375601113642,26.0,821.68,1500.0,576.9,0
2025-01-21,KSL-1,24.0,13.0,26.0,279.51,43.000250438267,159.32,5.0,120.19,31.3833793622897,26.0,818.655,1500.0,590.2,0
2025-01-22,KSL-1,24.0,13.0,26.0,268.5,43.0018621973929,153.04,4.0,115.46,26.1369576581286,26.0,827.13,1500.0,588.6,0
2025-01-23,KSL-1,24.0,13.0,26.0,282.89,42.9990455654141,161.25,4.0,121.64,24.8062015503876,26.0,778.4,1500.0,604.5,0
2025-01-24,KSL-1,24.0,13.0,26.0,282.08,42.9984401588202,160.79,2.0,121.29,12.4385844890851,26.0,823.22,1500.0,607.3,0
2025-01-25,KSL-1,24.0,13.0,26.0,274.32,43.0008748906387,156.36,3.0,117.96,19.1864927091328,26.0,785.22,1500.0,617.7,0
2025-01-26,KSL-1,24.0,13.0,26.0,275.6,43.0007256894049,157.09,3.0,118.51,19.0973327391941,26.0,803.45,1500.0,615.2,0
2025-01-27,KSL-1,24.0,13.0,26.0,277.57,43.0017653204597,158.21,4.0,119.36,25.282851905695,26.0,790.55,1500.0,620.6,0
2025-01-28,KSL-1,24.0,13.0,26.0,274.0,43.0,156.18,4.0,117.82,25.6114739403253,26.0,794.57,1500.0,623.5,0
2025-01-29,KSL-1,24.0,13.0,26.0,276.69,43.9986989049116,154.95,2.0,121.74,12.9073894804776,26.0,717.51,1500.0,683.8,0
2025-01-30,KSL-1,24.0,13.0,26.0,272.17,43.9982363963699,152.42,3.0,119.75,19.682456370555,26.0,802.77,1500.0,614.7,0
2025-01-31,KSL-1,24.0,13.0,26.0,280.27,44.0004281585614,156.95,4.0,123.32,25.4858235106722,26.0,820.17,1500.0,591.6,0
2025-02-01,KSL-1,24.0,13.0,26.0,277.54,44.998919074728,152.65,3.0,124.89,19.6528005240747,26.0,821.58,1500.0,606.9,0
2025-02-02,KSL-1,24.0,13.0,26.0,270.4,44.0014792899408,151.42,3.0,118.98,19.8124422137102,26.0,815.76,1500.0,609.7,0
2025-02-03,KSL-1,24.0,13.0,26.0,275.54,44.0008710169122,154.3,2.0,121.24,12.9617627997408,26.0,827.64,1500.0,599.0,0
2025-02-04,KSL-1,24.0,13.0,26.0,275.37,43.9988863468544,154.210266666667,4.0,121.159733333333,25.9386102265564,26.0,817.99,1500.0,603.1,0
2025-02-05,KSL-1,24.0,13.0,26.0,274.67,43.997160228638,153.823,3.0,120.847,19.5029351917464,26.0,814.98,1500.0,609.5,0
2025-02-06,KSL-1,24.0,13.0,26.0,275.0,44.0,154.0,4.0,121.0,25.974025974026,26.0,805.23,1500.0,587.3,0
2025-02-07,KSL-1,24.0,13.0,26.0,271.71,44.5327739133635,150.71,2.0,121.0,13.27051954084,26.0,818.74,1500.0,604.6,0
2025-02-08,KSL-1,24.0,13.0,26.0,276.11,44.0005794791931,154.62,4.0,121.49,25.8698745311085,26.0,832.69,1500.0,559.5,0
2025-02-09,KSL-1,24.0,13.0,26.0,270.62,45.0003695218387,148.84,5.0,121.78,33.5931201289976,26.0,828.68,1500.0,557.3,0
2025-02-10,KSL-1,24.0,13.0,26.0,273.67,44.9994518946176,150.52,4.0,123.15,26.5745415891576,26.0,823.72,1500.0,560.5,0
2025-02-11,KSL-1,24.0,13.0,26.0,274.45,44.9990890872654,150.95,3.0,123.5,19.8741305067903,26.0,834.07,1500.0,595.6,0
2025-02-12,KSL-1,24.0,19.0,26.0,274.32,43.9997083697871,153.62,5.0,120.7,32.547845332639,26.0,816.15,1500.0,585.4,0
2025-02-13,KSL-1,24.0,13.0,26.0,275.94,43.9986953685584,154.53,4.0,121.41,25.88494143532,26.0,815.33,1500.0,595.7,0
2025-02-14,KSL-1,24.0,13.0,26.0,265.19,43.9986424827482,148.51,2.0,116.68,13.4671065921487,26.0,813.6,1500.0,594.5,0
2025-02-15,KSL-1,24.0,27.0,26.0,273.8,43.9992695398101,153.33,5.0,120.47,32.6094045522729,26.0,807.81,1500.0,565.8,0
2025-02-16,KSL-1,24.0,13.0,26.0,270.63,44.0010346229169,151.55,6.0,119.08,39.5908940943583,26.0,812.38,1500.0,579.2,0
2025-02-17,KSL-1,24.0,13.0,26.0,271.43,44.9987105331025,149.29,4.0,122.14,26.7934891821287,26.0,820.41,1500.0,584.0,0
2025-02-18,KSL-1,24.0,13.0,26.0,272.17,45.0012859609803,149.69,3.0,122.48,20.0414189324604,26.0,831.51,1500.0,587.9,0
2025-02-19,KSL-1,24.0,13.0,26.0,273.83,44.998721834715,150.61,5.0,123.22,33.1983268043291,26.0,825.47,1500.0,578.8,0
2025-02-20,KSL-1,24.0,13.0,26.0,274.52,44.9985429112633,150.99,5.0,123.53,33.1147758129678,26.0,807.76,1500.0,580.5,0
2025-02-21,KSL-1,24.0,13.0,26.0,269.11,44.0005945524135,150.7,4.0,118.41,26.542800265428,26.0,812.76,1500.0,586.5,0
2025-02-22,KSL-1,24.0,13.0,26.0,271.99,44.0016177065333,152.31,3.0,119.68,19.6966712625566,26.0,823.72,1500.0,585.6,0
2025-02-23,KSL-1,24.0,13.0,26.0,273.94,43.9986858436154,153.41,3.0,120.53,19.5554396714686,26.0,817.44,1500.0,606.1,0
2025-02-24,KSL-1,24.0,13.0,26.0,270.35,43.0014672338328,154.095533333333,5.0,116.254466666667,32.4474038399556,26.0,815.61,1500.0,584.3,0
2025-02-25,KSL-1,24.0,13.0,26.0,259.16,44.9994083449093,142.539533333333,3.0,116.620466666667,21.0467926325001,26.0,859.97,1500.0,578.3,0
2025-02-26,KSL-1,24.0,13.0,26.0,261.73,44.0003820731288,146.5678,4.0,115.1622,27.2911239712952,26.0,838.84,1500.0,586.3,0
2025-02-27,KSL-1,24.0,13.0,26.0,266.13,44.9997119202394,146.372266666667,3.0,119.757733333333,20.4956858858508,26.0,833.43,1500.0,588.9,0
2025-02-28,KSL-1,24.0,13.0,26.0,266.28,45.0004756897503,146.452733333333,5.0,119.827266666667,34.1407079690331,26.0,835.39,1500.0,575.0,0
2025-03-01,KSL-1,24.0,13.0,26.0,270.45,44.998508658409,148.751533333333,5.0,121.698466666667,33.6130988901852,26.0,833.75,1500.0,572.7,0
2025-03-02,KSL-1,24.0,13.0,26.0,269.81,44.9983321596679,148.4,3.0,121.41,20.2156334231806,26.0,829.04,1500.0,598.6,0
2025-03-03,KSL-1,24.0,13.0,26.0,273.13,45.0005491890309,150.22,5.0,122.91,33.2845160431367,26.0,811.93,1500.0,583.9,0
2025-03-04,KSL-1,24.0,13.0,26.0,269.87,44.9994441768259,148.43,3.0,121.44,20.2115475308226,26.0,817.57,1500.0,597.8,0
2025-03-05,KSL-1,24.0,13.0,26.0,269.65,44.9990728722418,148.31,4.0,121.34,26.9705346908503,26.0,820.56,1500.0,587.6,0
2025-03-06,KSL-1,24.0,13.0,26.0,268.75,45.0009302325581,147.81,4.0,120.94,27.0617684865706,26.0,818.78,1500.0,595.7,0
2025-03-07,KSL-1,24.0,13.0,26.0,268.73,45.0005581810739,147.8,4.0,120.93,27.063599458728,26.0,818.78,1500.0,595.7,0
2025-03-08,KSL-1,24.0,13.0,26.0,266.67,44.9994375070312,146.67,5.0,120.0,34.0901343151292,26.0,816.92,1500.0,584.7,0
2025-03-09,KSL-1,24.0,13.0,26.0,267.0,45.0,146.85,4.0,120.15,27.2386789240722,26.0,815.14,1500.0,584.6,0
2025-03-10,KSL-1,24.0,13.0,26.0,266.53,45.0005627884291,146.59,3.0,119.94,20.4652431953066,26.0,817.88,1500.0,598.9,0
2025-03-11,KSL-1,24.0,13.0,26.0,267.25,44.999064546305,146.99,4.0,120.26,27.2127355602422,26.0,821.81,1500.0,592.6,0
2025-03-12,KSL-1,24.0,13.0,26.0,264.4,45.0,145.42,3.0,118.98,20.6298996011553,26.0,822.02,1500.0,607.2,0
2025-03-13,KSL-1,24.0,13.0,26.0,269.64,45.0007417297137,148.3,3.0,121.34,20.2292650033715,26.0,833.92,1500.0,600.4,0
2025-03-14,KSL-1,24.0,13.0,26.0,265.17,45.0013199079836,145.84,3.0,119.33,20.5704882062534,26.0,831.51,1500.0,594.2,0
2025-03-15,KSL-1,24.0,13.0,26.0,262.82,45.0003804885473,144.55,4.0,118.27,27.6720857834659,26.0,827.56,1500.0,591.6,0
2025-03-16,KSL-1,24.0,13.0,26.0,268.38,44.9997764363962,147.6096,4.0,120.7704,27.0985084980923,26.0,828.02,1500.0,587.5,0
2025-03-17,KSL-1,24.0,13.0,26.0,258.11,45.0006069763539,141.958933333333,2.0,116.151066666667,14.0885814864769,26.0,803.33,1500.0,610.8,0
2025-03-18,KSL-1,24.0,13.0,26.0,267.77,45.0012324009411,147.2702,3.0,120.4998,20.3707199419842,26.0,830.16,1500.0,598.0,0
2025-03-19,KSL-1,24.0,13.0,26.0,270.51,45.0010966938993,148.777533333333,4.0,121.732466666667,26.8857797973978,26.0,815.81,1500.0,594.5,0
2025-03-20,KSL-1,24.0,13.0,26.0,274.48,45.0032303507239,150.955133333333,5.0,123.524866666667,33.1224244554785,26.0,858.3,1500.0,563.2,0
2025-03-21,KSL-1,24.0,13.0,26.0,271.41,44.9979981086426,149.280933333333,5.0,122.129066666667,33.4938956258759,26.0,858.51,1500.0,567.4,0
2025-03-22,KSL-1,24.0,13.0,26.0,271.93,44.9999632258302,149.5616,4.0,122.3684,26.7448328982841,26.0,877.46,1500.0,570.0,0
2025-03-23,KSL-1,24.0,13.0,26.0,270.69,44.9998152868595,148.88,3.0,121.81,20.1504567436862,26.0,894.29,1500.0,569.3,0
2025-03-24,KSL-1,24.0,14.0,26.0,272.98,44.9996336727965,150.14,2.0,122.84,13.3209004928733,26.0,853.9,1500.0,575.9,0
2025-03-25,KSL-1,24.0,14.0,26.0,267.78,44.9996265591157,147.28,3.0,120.5,20.3693644758284,26.0,859.22,1500.0,579.3,0
2025-03-26,KSL-1,24.0,14.0,26.0,270.32,44.9985202722699,148.68,3.0,121.64,20.1775625504439,26.0,864.24,1500.0,576.0,0
2025-03-27,KSL-1,24.0,14.0,26.0,272.27,44.9994490762846,149.75,3.0,122.52,20.0333889816361,26.0,852.64,1500.0,587.6,0
2025-03-28,KSL-1,24.0,14.0,26.0,270.75,45.0009233610342,148.91,4.0,121.84,26.86186287019,26.0,855.22,1500.0,580.2,0
2025-03-29,KSL-1,24.0,14.0,26.0,270.58,44.9996304235346,148.82,5.0,121.76,33.5976347265153,26.0,856.97,1500.0,578.8,0
2025-03-30,KSL-1,24.0,14.0,26.0,267.58,44.999626279991,147.17,5.0,120.41,33.9743154175443,26.0,875.52,1500.0,564.8,0
2025-03-31,KSL-1,24.0,14.0,26.0,271.53,45.9986005229625,146.63,3.0,124.9,20.4596603696379,26.0,828.89,1500.0,588.7,0
